REA_Identi,LOTLOTE_ID,TIPO_LOTE,CHIP_RAW,CHIP_FORMATO,CHIP_VALIDADO,CHIP_ASIGNADO,CHIP_USO,CASO_CHIP,CHIP_ALERTA,PCT_GEO,MEJORA,MOTIVO_MEJORA,MATRICULA_INMO,DIRECCION_CATASTRAL,VALOR_TERRENO,VALOR_CONSTRUCCION,VALOR_AVALUO_TOTAL,ESTADO_DEPURADO,LAT_WGS84,LON_WGS84,GMAPS_URL
1997-1-754,8406022001,Univoco,NO REGISTRA,,,AAA0101POXS,AAA0101POXS,CASO9_SIN_CHIP_GEO_98,,100.0,No,,050N00599526,KR 4 127A 03,229284.64,0.0,28660580.0,Adquisicion predial por IDIGER,4.703791,-74.025612,"https://www.google.com/maps?q=4.703791,-74.025612"
2025-19-18254,8406020004,Univoco,AAA0101POBS,AAA0101POBS,,,,,,,,,,,,,,En Proceso,4.703622,-74.025819,"https://www.google.com/maps?q=4.703622,-74.025819"
2025-19-18254,8406020004,Univoco,AAA0101POBS,AAA0101POBS,,,,,,,No,,,,,,,En Proceso,4.703622,-74.025819,"https://www.google.com/maps?q=4.703622,-74.025819"
2011-1-13130,8406022002,Univoco,AAA0101PPAF,AAA0101PPAF,AAA0101PPAF,,AAA0101PPAF,CASO2_EXACTO_GEO_OK,,100.0,No,,001 434 1729,CL 127A BIS B 4 59,190800.0,294855.19,46085852.058,En Proceso,4.703915,-74.025686,"https://www.google.com/maps?q=4.703915,-74.025686"
2009-AP36-00021,4517060012,Univoco,AAA0045BOSK,AAA0045BOSK,AAA0045BOSK,,AAA0045BOSK,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424280,CL 50 SUR 77H 24,2700000.0,656390.53,243911115.549,En Proceso,4.605541,-74.166616,"https://www.google.com/maps?q=4.605541,-74.166616"
2009-AP36-00022,4517060011,Univoco,AAA0045BORU,AAA0045BORU,AAA0045BORU,,AAA0045BORU,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424281,CL 50 SUR 77H 18,2700000.0,611272.91,190686530.512,En Proceso,4.605486,-74.166618,"https://www.google.com/maps?q=4.605486,-74.166618"
2009-AP36-00029,4517061006,Univoco,AAA0045BPKC,AAA0045BPKC,AAA0045BPKC,,AAA0045BPKC,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,En Proceso,4.605733,-74.166499,"https://www.google.com/maps?q=4.605733,-74.166499"
2009-AP36-00010,4517059023,Univoco,AAA0045BOAF,AAA0045BOAF,AAA0045BOAF,,AAA0045BOAF,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424245,CL 48B SUR 77H 29,2700000.0,599977.5,344191860.9,Reasentamiento Terminado,4.605866,-74.16599,"https://www.google.com/maps?q=4.605866,-74.16599"
2015-AP36-00052,4517063014,Univoco,AAA0045BUEA,AAA0045BUEA,AAA0045BUEA,,AAA0045BUEA,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424237,CL 48B SUR 77K 37,2700000.0,814247.68,286495634.125,En Proceso,4.606295,-74.165874,"https://www.google.com/maps?q=4.606295,-74.165874"
2009-AP36-00015,4517060018,Univoco,AAA0045BOZM,AAA0045BOZM,AAA0045BOZM,,AAA0045BOZM,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77J 49 10 SUR,2700000.0,499647.98,276944235.608,En Proceso,4.605565,-74.166365,"https://www.google.com/maps?q=4.605565,-74.166365"
2018-AP36-15355,4517060021,Univoco,AAA0045BPCN,AAA0045BPCN,AAA0045BPCN,,AAA0045BPCN,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 49 SUR 77H 11,2700000.0,542312.41,167122116.9,En Proceso,4.605525,-74.166267,"https://www.google.com/maps?q=4.605525,-74.166267"
2009-AP36-00005,4517059004,Univoco,AAA0045BNDE,AAA0045BNDE,AAA0045BNDE,,AAA0045BNDE,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 49 SUR 77H 10,2700000.0,487536.43,276849275.786,En Proceso,4.605544,-74.166097,"https://www.google.com/maps?q=4.605544,-74.166097"
2009-AP36-00031,4517060015,Univoco,AAA0254KRZM,AAA0254KRZM,AAA0254KRZM,,AAA0254KRZM,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424234,KR 77J 49 30 SUR,2700000.0,685909.18,285942560.992,En Proceso,4.605568,-74.166502,"https://www.google.com/maps?q=4.605568,-74.166502"
2009-AP36-00011,4517059022,Univoco,AAA0045BNZE,AAA0045BNZE,AAA0045BNZE,,AAA0045BNZE,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 48B SUR 77H 35,2700000.0,549965.4,283782961.578,En Proceso,4.605915,-74.165984,"https://www.google.com/maps?q=4.605915,-74.165984"
2009-AP36-00001,4517059017,Univoco,AAA0045BNTD,AAA0045BNTD,AAA0045BNTD,,AAA0045BNTD,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424242,CL 48B SUR 77K 13,2700000.0,0.0,194400000.0,En Proceso,4.606132,-74.165913,"https://www.google.com/maps?q=4.606132,-74.165913"
2009-AP36-00044,4517063012,Univoco,AAA0045BUCX,AAA0045BUCX,AAA0045BUCX,,AAA0045BUCX,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 48B SUR 77K 51,2700000.0,817078.99,323740422.902,En Proceso,4.606404,-74.165873,"https://www.google.com/maps?q=4.606404,-74.165873"
2009-AP36-00023,4517060007,Univoco,AAA0045BOMS,AAA0045BOMS,AAA0045BOMS,,AAA0045BOMS,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77H 49 33 SUR,2700000.0,761880.92,325152544.184,En Proceso,4.605434,-74.166554,"https://www.google.com/maps?q=4.605434,-74.166554"
2009-AP36-00046,4517059009,Univoco,AAA0045BNKC,AAA0045BNKC,AAA0045BNKC,,AAA0045BNKC,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 49 SUR 77J 20,2700000.0,586896.05,261267709.165,En Proceso,4.605864,-74.166098,"https://www.google.com/maps?q=4.605864,-74.166098"
2009-AP36-00019,4517061004,Univoco,AAA0045BPHK,AAA0045BPHK,AAA0045BPHK,,AAA0045BPHK,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424229,KR 77J 49 19 SUR,2700000.0,0.0,172800000.0,Reasentamiento Terminado,4.605733,-74.166404,"https://www.google.com/maps?q=4.605733,-74.166404"
2009-AP36-00025,4517061005,Univoco,AAA0045BPJZ,AAA0045BPJZ,AAA0045BPJZ,,AAA0045BPJZ,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424231,KR 77J 49 23 SUR,2700000.0,0.0,168210000.0,Reasentamiento Terminado,4.605733,-74.166452,"https://www.google.com/maps?q=4.605733,-74.166452"
2009-AP36-00036,4517060001,Univoco,AAA0045BOEA,AAA0045BOEA,AAA0045BOEA,,AAA0045BOEA,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 49 SUR 77H 05,2700000.0,740655.72,180318097.44,En Proceso,4.605471,-74.166276,"https://www.google.com/maps?q=4.605471,-74.166276"
2009-AP36-00030,4517060014,Univoco,AAA0045BOUZ,AAA0045BOUZ,AAA0045BOUZ,,AAA0045BOUZ,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424236,KR 77J 49 34 SUR,2700000.0,733022.73,292342446.618,En Proceso,4.605569,-74.166547,"https://www.google.com/maps?q=4.605569,-74.166547"
2018-AP36-15346,4517059008,Univoco,AAA0045BNJZ,AAA0045BNJZ,AAA0045BNJZ,,AAA0045BNJZ,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 49 SUR 77J 14,2700000.0,823377.69,228222927.54,En Proceso,4.605806,-74.166097,"https://www.google.com/maps?q=4.605806,-74.166097"
2009-AP36-00035,4517060020,Univoco,AAA0045BPBS,AAA0045BPBS,AAA0045BPBS,,AAA0045BPBS,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77J 49 02 SUR,2700000.0,546880.22,256656670.648,En Proceso,4.605586,-74.166262,"https://www.google.com/maps?q=4.605586,-74.166262"
2009-AP36-00034,4517060019,Univoco,AAA0045BPAW,AAA0045BPAW,AAA0045BPAW,,AAA0045BPAW,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77J 49 08 SUR,2700000.0,586457.12,228595651.848,Reasentamiento Terminado,4.605569,-74.16632,"https://www.google.com/maps?q=4.605569,-74.16632"
2009-AP36-00045,4517060004,Univoco,AAA0045BOJH,AAA0045BOJH,AAA0045BOJH,,AAA0045BOJH,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77H 49 17 SUR,2700000.0,565503.32,240601187.563,En Proceso,4.605457,-74.166422,"https://www.google.com/maps?q=4.605457,-74.166422"
2009-AP36-00002,4517059015,Univoco,AAA0045BNRJ,AAA0045BNRJ,AAA0045BNRJ,,AAA0045BNRJ,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424207,KR 77K BIS A 48B 22 SUR,2700000.0,501039.24,192062354.4,En Proceso,4.606107,-74.166031,"https://www.google.com/maps?q=4.606107,-74.166031"
2009-AP36-00026,4517059024,Univoco,AAA0045BOBR,AAA0045BOBR,AAA0045BOBR,,AAA0045BOBR,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424246,CL 48B SUR 77H 23,2700000.0,599977.5,289911774.975,En Proceso,4.605809,-74.165996,"https://www.google.com/maps?q=4.605809,-74.165996"
2009-AP36-00016,4517061001,Univoco,AAA0045BPDE,AAA0045BPDE,AAA0045BPDE,,AAA0045BPDE,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424262,CL 49 SUR 77J 09,2700000.0,1032246.47,331979645.714,Cierre Administrativo Sin Reasentamiento,4.605735,-74.166258,"https://www.google.com/maps?q=4.605735,-74.166258"
2009-AP36-00028,4517061007,Univoco,AAA0045BPLF,AAA0045BPLF,AAA0045BPLF,,AAA0045BPLF,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,En Proceso,4.605732,-74.166544,"https://www.google.com/maps?q=4.605732,-74.166544"
2009-AP36-00003,4517059011,Univoco,AAA0045BNMR,AAA0045BNMR,AAA0045BNMR,,AAA0045BNMR,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40424259,CL 49 SUR 77K 10,2700000.0,434784.86,243422161.345,En Proceso,4.605972,-74.166098,"https://www.google.com/maps?q=4.605972,-74.166098"
2006-1-8572,108103000024,Lote sin chips en DBF,NO REGISTRA,,,,,CASO11_SIN_CORRESPONDENCIA,CASO11_SIN_CORRESPONDENCIA,,,,,,,,,En Proceso,4.739968,-74.020019,"https://www.google.com/maps?q=4.739968,-74.020019"
2007-1-10592,8533036013,Univoco,AAA0117FAAF,AAA0117FAAF,AAA0117FAAF,,AAA0117FAAF,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20082213,CL 181C 5 13,199313.1,518390.7,178059511.768,En Proceso,4.758689,-74.023999,"https://www.google.com/maps?q=4.758689,-74.023999"
2007-1-10610,8533043064,Univoco,NO REGISTRA,,,AAA0175SXRU,AAA0175SXRU,CASO9_SIN_CHIP_GEO_98,,100.0,No,,050N20375830,CL 181A 5 17,379519.07,762860.12,439115249.978,Cierre Administrativo Sin Reasentamiento,4.757937,-74.023946,"https://www.google.com/maps?q=4.757937,-74.023946"
2006-1-8023,8533026010,Univoco,AAA0117EJRU,AAA0117EJRU,AAA0117EJRU,,AAA0117EJRU,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20037917,KR 3 180C 50,1300000.0,765518.39,236621801.471,Cierre Administrativo Sin Reasentamiento,4.75769,-74.022803,"https://www.google.com/maps?q=4.75769,-74.022803"
2006-1-8063,8533043046,Univoco,AAA0117FNHK,AAA0117FNHK,AAA0117FNHK,,AAA0117FNHK,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00845970,KR 3 181 05,1300000.0,620402.75,182150373.845,Cierre Administrativo Sin Reasentamiento,4.757822,-74.022985,"https://www.google.com/maps?q=4.757822,-74.022985"
1999-1-1967,8533051002,Univoco,NO REGISTRA,,,,,CASO11_SIN_CORRESPONDENCIA,CASO11_SIN_CORRESPONDENCIA,0.8,,,,,,,,Adquisicion predial por IDIGER,4.757326,-74.021729,"https://www.google.com/maps?q=4.757326,-74.021729"
2006-1-8005,8533025009,Univoco,AAA0117EHSK,AAA0117EHSK,AAA0117EHSK,,AAA0117EHSK,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20044124,KR 3 181 10,1300000.0,758771.85,254742526.714,Cierre Administrativo Sin Reasentamiento,4.757882,-74.022807,"https://www.google.com/maps?q=4.757882,-74.022807"
2006-1-8051,8533084012,Univoco,AAA0117HCSK,AAA0117HCSK,AAA0117HCSK,,AAA0117HCSK,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20130521,CL 180C 2 83,174100.0,0.0,12099950.0,Reasentamiento Terminado,4.757418,-74.022636,"https://www.google.com/maps?q=4.757418,-74.022636"
2006-1-8056,8533051001,Univoco,AAA0117FULW,AAA0117FULW,AAA0117FULW,,AAA0117FULW,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00949134,KR 3 180A 12,51495.23,0.0,68658590.159,Reasentamiento Terminado,4.757085,-74.022644,"https://www.google.com/maps?q=4.757085,-74.022644"
2006-1-8064,8533043050,Univoco,AAA0117FNMR,AAA0117FNMR,AAA0117FNMR,,AAA0117FNMR,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00661520,KR 3 180C 07,1300000.0,922106.1,684597041.586,Cierre Administrativo Sin Reasentamiento,4.757496,-74.02298,"https://www.google.com/maps?q=4.757496,-74.02298"
2006-1-8002,8533025012,Univoco,AAA0117EHXR,AAA0117EHXR,AAA0117EHXR,,AAA0117EHXR,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20198890,KR 3 181 28,1300000.0,670892.88,207705461.068,Cierre Administrativo Sin Reasentamiento,4.758045,-74.022807,"https://www.google.com/maps?q=4.758045,-74.022807"
2006-1-8025,8533026008,Univoco,AAA0117EJOE,AAA0117EJOE,AAA0117EJOE,,AAA0117EJOE,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20130508,KR 3 180C 20,1300000.0,849646.69,255110055.087,Cierre Administrativo Sin Reasentamiento,4.757572,-74.022803,"https://www.google.com/maps?q=4.757572,-74.022803"
2006-1-8065,8533043051,Univoco,AAA0117FNNX,AAA0117FNNX,AAA0117FNNX,,AAA0117FNNX,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00566141,KR 3 180B 35,1300000.0,910176.33,438974885.916,Cierre Administrativo Sin Reasentamiento,4.757388,-74.022994,"https://www.google.com/maps?q=4.757388,-74.022994"
2006-1-8039,8533026020,Univoco,AAA0117EKCN,AAA0117EKCN,AAA0117EKCN,,AAA0117EKCN,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20209164,CL 181 2 43,180472.94,0.0,25988103.36,En Proceso,4.757859,-74.022367,"https://www.google.com/maps?q=4.757859,-74.022367"
2006-1-8021,8533026012,Univoco,AAA0117EJTO,AAA0117EJTO,AAA0117EJTO,,AAA0117EJTO,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20035690,KR 3 180C 68,1300000.0,804920.61,241496112.44,Cierre Administrativo Sin Reasentamiento,4.757798,-74.022804,"https://www.google.com/maps?q=4.757798,-74.022804"
2006-1-8035,8533026003,Univoco,AAA0117EJJH,AAA0117EJJH,AAA0117EJJH,,AAA0117EJJH,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20130513,CL 180C 2 72,196335.72,0.0,13488263.964,Reasentamiento Terminado,4.757621,-74.022572,"https://www.google.com/maps?q=4.757621,-74.022572"
2006-1-8016,8533025018,Univoco,NO REGISTRA,,,AAA0117EJDM,AAA0117EJDM,CASO13_ASIGNADO_POR_PROPIETARIO,,96.8,No,,050N20043014,CL 181 BIS  2 57,174100.0,558461.85,120340384.784,En Proceso,4.758139,-74.022477,"https://www.google.com/maps?q=4.758139,-74.022477"
2006-1-8046,8533084019,Univoco,AAA0162YXYX,AAA0162YXYX,AAA0162YXYX,,AAA0162YXYX,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20358892,KR 3 180B 04,1300000.0,93200.0,43351000.0,Cierre Administrativo Sin Reasentamiento,4.757233,-74.022844,"https://www.google.com/maps?q=4.757233,-74.022844"
1999-1-1971,8533084020,Univoco,NO REGISTRA,,,AAA0117HFTD,AAA0117HFTD,CASO9_SIN_CHIP_GEO_98,,100.0,No,,050N00308140,KR 1 180A 93,588553.43,0.0,2438847703.23,Adquisicion predial por IDIGER,4.757664,-74.021844,"https://www.google.com/maps?q=4.757664,-74.021844"
2006-1-8044,8533084009,Univoco,AAA0117HCOE,AAA0117HCOE,AAA0117HCOE,,AAA0117HCOE,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20130505,KR 3 180B 18,1300000.0,523800.0,188924006.0,Cierre Administrativo Sin Reasentamiento,4.757352,-74.022787,"https://www.google.com/maps?q=4.757352,-74.022787"
2006-1-8058,8533051001,Univoco,AAA0186YARJ,AAA0186YARJ,AAA0186YARJ,,AAA0186YARJ,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.757149,-74.022659,"https://www.google.com/maps?q=4.757149,-74.022659"
2006-1-8052,8533084004,Univoco,AAA0117HCJH,AAA0117HCJH,AAA0117HCJH,,AAA0117HCJH,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20130518,CL 180B 2 78,186296.97,773148.29,123198585.569,En Proceso,4.75731,-74.022639,"https://www.google.com/maps?q=4.75731,-74.022639"
2005-1-6127,8543019031,Univoco,AAA0157NPWW,AAA0157NPWW,AAA0157NPWW,,AAA0157NPWW,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 163B BIS A 2 25 ESTE,184200.0,0.0,7975860.0,Reasentamiento Terminado,4.735818,-74.014419,"https://www.google.com/maps?q=4.735818,-74.014419"
2011-1-12454,8543039003,Univoco,AAA0162YPZM,AAA0162YPZM,AAA0162YPZM,,AAA0162YPZM,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050N00000000,KR 4 ESTE 163A 84 IN 1,184200.0,827233.73,73243464.99,Reasentamiento Terminado,4.735392,-74.013459,"https://www.google.com/maps?q=4.735392,-74.013459"
2000-1-1766,8543019035,Lote sin chips en DBF,NO REGISTRA,,,,,CASO11_SIN_CORRESPONDENCIA,CASO11_SIN_CORRESPONDENCIA,,,,,,,,,Adquisicion predial por IDIGER,4.735844,-74.01458,"https://www.google.com/maps?q=4.735844,-74.01458"
2002-1-2289,8543019043,Univoco,AAA0157NRCN,AAA0157NRCN,AAA0157NRCN,,AAA0157NRCN,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 163B BIS A 2 09 ESTE IN 3,184200.0,846279.95,68409181.999,Reasentamiento Terminado,4.735919,-74.014612,"https://www.google.com/maps?q=4.735919,-74.014612"
2011-1-13519,8520029043,Multiple_no_identificable,AAA0180TRLF,AAA0180TRLF,AAA0180TRLF,,AAA0180TRLF,CASO6_EXACTO_GEO_PARCIAL,,96.3,Sí,CODIGO_TRA contiene MJ; Area terreno cero; Propietario poseedor,050N00000000,CL 163D 3A 15 MJ 1,174800.0,418250.98,35614070.947,En Proceso,4.737863,-74.020358,"https://www.google.com/maps?q=4.737863,-74.020358"
1999-1-3097,8520086009,Multiple_no_identificable,NO REGISTRA,,,,,CHIP_NO_IDENTIFICABLE,,,,,,,,,,En Proceso,4.739318,-74.019009,"https://www.google.com/maps?q=4.739318,-74.019009"
2005-1-7507,8520086014,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,59.9,,,,,,,,En Proceso,4.739621,-74.0191,"https://www.google.com/maps?q=4.739621,-74.0191"
2002-1-2257,8520073040,Univoco,AAA0115LDBS,AAA0115LDBS,AAA0115LDBS,,AAA0115LDBS,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.737241,-74.019061,"https://www.google.com/maps?q=4.737241,-74.019061"
2011-1-12762,8520030002,Univoco,AAA0115HHCN,AAA0115HHCN,AAA0115HHCN,,AAA0115HHCN,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00178559,KR 3 160C 33,187900.0,603462.12,142961712.348,En Proceso,4.734911,-74.020277,"https://www.google.com/maps?q=4.734911,-74.020277"
1999-1-3096,8520087001,Multiple_no_identificable,NO REGISTRA,,,,,CHIP_NO_IDENTIFICABLE,,,,,,,,,,En Proceso,4.73961,-74.019968,"https://www.google.com/maps?q=4.73961,-74.019968"
2002-1-2294,8520065004,Univoco,NO REGISTRA,,,AAA0115KFZM,AAA0115KFZM,CASO9_SIN_CHIP_GEO_98,,100.0,No,,050N20011706,AK 7 160A 06,1128000.0,205726.25,66193572219.3,Adquisicion predial por IDIGER,4.734616,-74.021404,"https://www.google.com/maps?q=4.734616,-74.021404"
2011-1-13520,8520029043,Multiple_no_identificable,AAA0180TRNX,AAA0180TRNX,AAA0180TRNX,,AAA0180TRNX,CASO2_EXACTO_GEO_OK,,100.0,Sí,CODIGO_TRA contiene MJ; Area terreno cero; Propietario poseedor,050N00000000,CL 163D 3A 15 MJ 3,174800.0,366410.93,16360248.024,En Proceso,4.737859,-74.020314,"https://www.google.com/maps?q=4.737859,-74.020314"
2011-1-12464,8520079001,Univoco,AAA0115LOPP,AAA0115LOPP,AAA0115LOPP,,AAA0115LOPP,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00855302,CL 162 3 02,185022.89,0.0,1597173093.35,Reasentamiento Terminado,4.735133,-74.01996,"https://www.google.com/maps?q=4.735133,-74.01996"
2005-1-7508,8520086016,Univoco,AAA0180TSNN,AAA0180TSNN,AAA0180TSNN,,AAA0180TSNN,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,CODIGO_TRA contiene MJ; Area terreno cero; Propietario poseedor,050N00000000,CL 164B 3 48 MJ,532566.92,880115.64,187579046.353,Cierre Administrativo Sin Reasentamiento,4.739629,-74.019142,"https://www.google.com/maps?q=4.739629,-74.019142"
2011-1-13116,8520070041,Univoco,AAA0219NWSY,AAA0219NWSY,AAA0219NWSY,,AAA0219NWSY,CASO2_EXACTO_GEO_OK,,99.2,No,,050N20354109,KR 3 162B 20,187900.0,600204.59,41238674.706,En Proceso,4.735787,-74.019882,"https://www.google.com/maps?q=4.735787,-74.019882"
2011-1-12773,8520070031,Univoco,AAA0158SJDE,AAA0158SJDE,AAA0158SJDE,,AAA0158SJDE,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050N00000000,KR 3 162B 12,187900.0,712606.12,179374650.081,En Proceso,4.735702,-74.019892,"https://www.google.com/maps?q=4.735702,-74.019892"
1999-1-781,8520070001,Univoco,NO REGISTRA,,,AAA0115LAJH,AAA0115LAJH,CASO9_SIN_CHIP_GEO_98,,100.0,Sí,Propietario poseedor,050N00000000,KR 3 162B 32,358144.04,47500.0,773830532.36,Adquisicion predial por IDIGER,4.736067,-74.020069,"https://www.google.com/maps?q=4.736067,-74.020069"
2011-1-12772,8520070032,Univoco,AAA0158SJEP,AAA0158SJEP,AAA0158SJEP,,AAA0158SJEP,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050N00000000,KR 3 162B 06,187900.0,295305.85,42274430.78,En Proceso,4.735599,-74.019942,"https://www.google.com/maps?q=4.735599,-74.019942"
2011-1-13325,8520070041,Univoco,AAA0219NWSY,AAA0219NWSY,AAA0219NWSY,,AAA0219NWSY,CASO2_EXACTO_GEO_OK,,99.2,No,,050N20354109,KR 3 162B 20,187900.0,600204.59,41238674.706,En Proceso,4.735787,-74.019882,"https://www.google.com/maps?q=4.735787,-74.019882"
2011-1-12777,8520031012,Univoco,AAA0115HHTD,AAA0115HHTD,AAA0115HHTD,,AAA0115HHTD,CASO2_EXACTO_GEO_OK,,100.0,No,,050C00971108,KR 3 160C 36,187900.0,320842.75,124384786.89,En Proceso,4.734751,-74.020014,"https://www.google.com/maps?q=4.734751,-74.020014"
2011-1-12778,8520031012,Univoco,NO REGISTRA,,,AAA0115HHTD,AAA0115HHTD,CASO9_SIN_CHIP_GEO_98,,99.3,No,,050C00971108,KR 3 160C 36,187900.0,320842.75,124384786.89,En Proceso,4.734751,-74.020014,"https://www.google.com/maps?q=4.734751,-74.020014"
2011-1-12776,8520031011,Univoco,AAA0115HHSY,AAA0115HHSY,AAA0115HHSY,,AAA0115HHSY,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00419218,KR 3 160C 30,187900.0,73800.0,20550710.0,En Proceso,4.734748,-74.020153,"https://www.google.com/maps?q=4.734748,-74.020153"
2002-1-2274,8520036037,Univoco,NO REGISTRA,,,,,CASO11_SIN_CORRESPONDENCIA,CASO11_SIN_CORRESPONDENCIA,14.4,,,,,,,,Adquisicion predial por IDIGER,4.732555,-74.01987,"https://www.google.com/maps?q=4.732555,-74.01987"
2011-1-13314,8520057007,Univoco,AAA0115JXSY,AAA0115JXSY,AAA0115JXSY,,AAA0115JXSY,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00201464,KR 2 161 40,174800.0,356713.69,130869557.418,En Proceso,4.734656,-74.019084,"https://www.google.com/maps?q=4.734656,-74.019084"
2002-1-2278,8520036012,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,79.2,,,,,,,,Adquisicion predial por IDIGER,4.732871,-74.020257,"https://www.google.com/maps?q=4.732871,-74.020257"
2011-1-12784,8520031031,Univoco,AAA0180TRUH,AAA0180TRUH,AAA0180TRUH,,AAA0180TRUH,CASO2_EXACTO_GEO_OK,,100.0,No,,050N20350167,KR 2 160B 89 IN 1,174800.0,740702.9,80636515.143,Reasentamiento Terminado,4.734602,-74.019927,"https://www.google.com/maps?q=4.734602,-74.019927"
2002-1-2284,8520036004,Univoco,NO REGISTRA,,,AAA0115HSDM,AAA0115HSDM,CASO13_ASIGNADO_POR_PROPIETARIO,,67.3,No,,050N00033514,CL 160A 1 12,466336.88,0.0,38239624.16,Reasentamiento Terminado,4.732284,-74.019805,"https://www.google.com/maps?q=4.732284,-74.019805"
2002-1-2255,8520036033,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,65.6,,,,,,,,Adquisicion predial por IDIGER,4.73271,-74.02012,"https://www.google.com/maps?q=4.73271,-74.02012"
2002-1-2272,8520036039,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,65.7,,,,,,,,Adquisicion predial por IDIGER,4.732574,-74.020015,"https://www.google.com/maps?q=4.732574,-74.020015"
2011-1-12942,8520057007,Univoco,AAA0115JXSY,AAA0115JXSY,AAA0115JXSY,,AAA0115JXSY,CASO2_EXACTO_GEO_OK,,100.0,No,,050N00201464,KR 2 161 40,174800.0,356713.69,130869557.418,En Proceso,4.734656,-74.019084,"https://www.google.com/maps?q=4.734656,-74.019084"
2011-1-12800,8520057013,Univoco,AAA0115JXZE,AAA0115JXZE,AAA0115JXZE,,AAA0115JXZE,CASO2_EXACTO_GEO_OK,,100.0,No,,050N01025563,KR 1C 162 35,174800.0,190973.55,48348175.746,En Proceso,4.734757,-74.018758,"https://www.google.com/maps?q=4.734757,-74.018758"
