REA_Identi,LOTLOTE_ID,TIPO_LOTE,CHIP_RAW,CHIP_FORMATO,CHIP_VALIDADO,CHIP_ASIGNADO,CHIP_USO,CASO_CHIP,CHIP_ALERTA,PCT_GEO,MEJORA,MOTIVO_MEJORA,MATRICULA_INMO,DIRECCION_CATASTRAL,VALOR_TERRENO,VALOR_CONSTRUCCION,VALOR_AVALUO_TOTAL,ESTADO_DEPURADO,LAT_WGS84,LON_WGS84,GMAPS_URL
2012-ALES-467,2447002025,Univoco,NO REGISTRA,,,AAA0159UKDE,AAA0159UKDE,CASO9_SIN_CHIP_GEO_98,,100.0,Sí,Propietario poseedor,050S00000000,CL 63A SUR 76C 13,110600.0,810724.82,249964558.01,Reasentamiento Terminado,4.585672,-74.179223,"https://www.google.com/maps?q=4.585672,-74.179223"
2012-ALES-361,2447003047,Lote sin chips en DBF,AAA0159ULXR,AAA0159ULXR,AAA0159ULXR,,AAA0159ULXR,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.584698,-74.179444,"https://www.google.com/maps?q=4.584698,-74.179444"
2012-ALES-473,2447007018,Univoco,NO REGISTRA,,,AAA0159UWJZ,AAA0159UWJZ,CASO9_SIN_CHIP_GEO_98,,99.0,Sí,Propietario poseedor,050S00000000,KR 76A 63A 47 SUR,88400.0,656251.58,74370313.474,Cierre Administrativo Sin Reasentamiento,4.585176,-74.178723,"https://www.google.com/maps?q=4.585176,-74.178723"
2012-ALES-289,2447002025,Univoco,NO REGISTRA,,,AAA0159UKDE,AAA0159UKDE,CASO9_SIN_CHIP_GEO_98,,100.0,Sí,Propietario poseedor,050S00000000,CL 63A SUR 76C 13,110600.0,810724.82,249964558.01,Reasentamiento Terminado,4.585618,-74.179233,"https://www.google.com/maps?q=4.585618,-74.179233"
2012-ALES-78,2447003028,Univoco,NO REGISTRA,,,AAA0259OEHY,AAA0259OEHY,CASO9_SIN_CHIP_GEO_98,,99.7,No,,050S40546256,CL 63A SUR 76D 17,168500.0,760608.63,181892240.327,Reasentamiento Terminado,4.585645,-74.179571,"https://www.google.com/maps?q=4.585645,-74.179571"
2003-19-4490,2447001013,Univoco,AAA0159UCZE,AAA0159UCZE,AAA0159UCZE,,AAA0159UCZE,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 76C 63A 48 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585075,-74.179009,"https://www.google.com/maps?q=4.585075,-74.179009"
2012-ALES-202,2447007019,Univoco,AAA0159UWHK,AAA0159UWHK,AAA0159UWHK,,AAA0159UWHK,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 76A 63A 59 SUR,88400.0,0.0,8831160.0,En Proceso,4.585069,-74.178709,"https://www.google.com/maps?q=4.585069,-74.178709"
2012-ALES-502,2447003046,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,97.4,,,,,,,,Reasentamiento Terminado,4.584752,-74.179446,"https://www.google.com/maps?q=4.584752,-74.179446"
2003-19-4550,2447007004,Univoco,AAA0159UWOM,AAA0159UWOM,AAA0159UWOM,,AAA0159UWOM,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 76B 63A 88 SUR,88400.0,0.0,10846680.0,En Proceso,4.584752,-74.178669,"https://www.google.com/maps?q=4.584752,-74.178669"
2003-19-4531,2447003011,Lote sin chips en DBF,AAA159UMAW,AAA0159UMAW,AAA0159UMAW,,AAA0159UMAW,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.584752,-74.179554,"https://www.google.com/maps?q=4.584752,-74.179554"
2003-19-4529,2447003008,Univoco,AAA0159ULYX,AAA0159ULYX,AAA0159ULYX,,AAA0159ULYX,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77 63A 84 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.58459,-74.179549,"https://www.google.com/maps?q=4.58459,-74.179549"
2003-19-4499,2447001034,Univoco,AAA0159UEEP,AAA0159UEEP,AAA0159UEEP,,AAA0159UEEP,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 76B 63A 39 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585184,-74.178903,"https://www.google.com/maps?q=4.585184,-74.178903"
2012-ALES-388,2447003006,Univoco,AAA0164EYLF,AAA0164EYLF,AAA0164EYLF,,AAA0164EYLF,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77 63A 92 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584481,-74.179544,"https://www.google.com/maps?q=4.584481,-74.179544"
2012-ALES-469,2447003005,Lote sin chips en DBF,NO REGISTRA,,,,,CASO11_SIN_CORRESPONDENCIA,CASO11_SIN_CORRESPONDENCIA,,,,,,,,,En Proceso,4.584427,-74.17954,"https://www.google.com/maps?q=4.584427,-74.17954"
2012-ALES-53,2447002008,Univoco,AAA0159UHPP,AAA0159UHPP,AAA0159UHPP,,AAA0159UHPP,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 76D 63A 72 SUR,88400.0,47500.0,7829780.0,Cierre Administrativo Sin Reasentamiento,4.584801,-74.179269,"https://www.google.com/maps?q=4.584801,-74.179269"
2012-ALES-220,2447007020,Univoco,AAA0159UWFZ,AAA0159UWFZ,AAA0159UWFZ,,AAA0159UWFZ,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 76A 63A 63 SUR,88400.0,47500.0,11144400.0,En Proceso,4.585015,-74.178703,"https://www.google.com/maps?q=4.585015,-74.178703"
2003-19-4492,2447001016,Univoco,AAA0159UDAF,AAA0159UDAF,AAA0159UDAF,,AAA0159UDAF,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 76C 63A 36 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585238,-74.179012,"https://www.google.com/maps?q=4.585238,-74.179012"
2003-19-4521,2447002044,Univoco,AAA0155BULW,AAA0155BULW,AAA0155BULW,,AAA0155BULW,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,No,,050S40279228,KR 76 63A 47 SUR,88400.0,0.0,6364800.0,Cierre Administrativo Sin Reasentamiento,4.584647,-74.179159,"https://www.google.com/maps?q=4.584647,-74.179159"
2003-19-4502,2447001041,Univoco,AAA0159UHCX,AAA0159UHCX,AAA0159UHCX,,AAA0159UHCX,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Propietario poseedor,050S00000000,KR 76B 63A 79 SUR,88400.0,0.0,8645520.0,Reasentamiento Terminado,4.584697,-74.178887,"https://www.google.com/maps?q=4.584697,-74.178887"
2003-19-4622,2447019024,Univoco,AAA0171LDTD,AAA0171LDTD,AAA0171LDTD,,AAA0171LDTD,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 75J 63B 23 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585633,-74.17702,"https://www.google.com/maps?q=4.585633,-74.17702"
2003-19-4564,2447010005,Univoco,AAA0162ELWF,AAA0162ELWF,AAA0162ELWF,,AAA0162ELWF,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40318093,CL 64 SUR 75M 23,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584878,-74.178198,"https://www.google.com/maps?q=4.584878,-74.178198"
2003-19-4657,2447009024,Univoco,AAA0155BULW,AAA0155BULW,AAA0155BULW,,AAA0155BULW,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40279228,KR 76 63A 47 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585334,-74.178454,"https://www.google.com/maps?q=4.585334,-74.178454"
2003-19-4570,2447012002,Univoco,AAA0155FKDM,AAA0155FKDM,AAA0155FKDM,,AAA0155FKDM,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40295658,KR 75M 64 30 SUR,88400.0,0.0,10714080.0,Reasentamiento Terminado,4.58474,-74.177849,"https://www.google.com/maps?q=4.58474,-74.177849"
2003-19-4592,2447018004,Univoco,AAA0155HFXS,AAA0155HFXS,AAA0155HFXS,,AAA0155HFXS,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40269019,KR 75K 64 18 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585055,-74.177018,"https://www.google.com/maps?q=4.585055,-74.177018"
2003-19-4580,2447014004,Univoco,AAA0155HJHK,AAA0155HJHK,AAA0155HJHK,,AAA0155HJHK,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289464,KR 75L BIS  64 18 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584921,-74.17759,"https://www.google.com/maps?q=4.584921,-74.17759"
2003-19-4603,2447024027,Univoco,AAA0159PTEP,AAA0159PTEP,AAA0159PTEP,,AAA0159PTEP,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40268800,KR 75H 63A 65 SUR,88400.0,548126.19,45829885.68,En Proceso,4.585618,-74.17631,"https://www.google.com/maps?q=4.585618,-74.17631"
2012-ALES-340,2447009006,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,97.2,,,,,,,,Reasentamiento Terminado,4.585151,-74.178523,"https://www.google.com/maps?q=4.585151,-74.178523"
2003-19-4647,2447013002,Univoco,AAA0160TSMS,AAA0160TSMS,AAA0160TSMS,,AAA0160TSMS,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,No,,050N20354888,CL 155C 99 41,2050000.0,655561.32,317062847.088,Reasentamiento Terminado,4.585153,-74.177852,"https://www.google.com/maps?q=4.585153,-74.177852"
2003-19-4655,2447009007,Univoco,AAA0155HFJZ,AAA0155HFJZ,AAA0155HFJZ,,AAA0155HFJZ,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40279225,KR 76A 63A 60 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585206,-74.178538,"https://www.google.com/maps?q=4.585206,-74.178538"
2012-ALES-231,2447021003,Univoco,AAA0171LEDM,AAA0171LEDM,AAA0171LEDM,,AAA0171LEDM,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40303734,CL 63C SUR 75I 24,88400.0,722059.47,29109673.305,Reasentamiento Terminado,4.585652,-74.176794,"https://www.google.com/maps?q=4.585652,-74.176794"
2003-19-4567,2447010009,Univoco,AAA0171LAPP,AAA0171LAPP,AAA0171LAPP,,AAA0171LAPP,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40325289,KR 75M 64 17 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584823,-74.178048,"https://www.google.com/maps?q=4.584823,-74.178048"
2012-ALES-310,2447015025,Univoco,NO REGISTRA,,,AAA0171LCPP,AAA0171LCPP,CASO9_SIN_CHIP_GEO_98,,98.2,No,,050S40289744,KR 75L 63A 53 SUR,88400.0,0.0,6364800.0,En Proceso,4.585459,-74.177594,"https://www.google.com/maps?q=4.585459,-74.177594"
2003-19-4590,2447016008,Univoco,AAA0155HDTD,AAA0155HDTD,AAA0155HDTD,,AAA0155HDTD,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40273593,CL 64 SUR 75K 03,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585097,-74.177176,"https://www.google.com/maps?q=4.585097,-74.177176"
2012-ALES-346,2447011004,Univoco,NO REGISTRA,,,AAA0209SUJZ,AAA0209SUJZ,CASO9_SIN_CHIP_GEO_98,,100.0,Sí,CODIGO_TRA contiene MJ; Area terreno cero; Propietario poseedor,050S00000000,KR 76 63A 76 SUR MJ,88400.0,47500.0,1244025.0,Reasentamiento Terminado,4.585071,-74.178236,"https://www.google.com/maps?q=4.585071,-74.178236"
2003-19-4577,2447012010,Lote sin chips en DBF,AAA0171LBKC,AAA0171LBKC,AAA0171LBKC,,AAA0171LBKC,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.584836,-74.177759,"https://www.google.com/maps?q=4.584836,-74.177759"
2003-19-4644,2447013025,Univoco,AAA0155HEEA,AAA0155HEEA,AAA0155HEEA,,AAA0155HEEA,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40303721,KR 75L BIS  63A 59 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585344,-74.177865,"https://www.google.com/maps?q=4.585344,-74.177865"
2003-19-4591,2447016009,Univoco,AAA0155BSTO,AAA0155BSTO,AAA0155BSTO,,AAA0155BSTO,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40268825,KR 75K 64 15 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585012,-74.177185,"https://www.google.com/maps?q=4.585012,-74.177185"
2003-19-4601,2447024024,Univoco,AAA0163LRAF,AAA0163LRAF,AAA0163LRAF,,AAA0163LRAF,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40312861,KR 75H 63A 47 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585777,-74.176347,"https://www.google.com/maps?q=4.585777,-74.176347"
2003-19-4634,2447015007,Univoco,AAA0155HERU,AAA0155HERU,AAA0155HERU,,AAA0155HERU,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40268727,KR 75L BIS  63A 60 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585381,-74.177689,"https://www.google.com/maps?q=4.585381,-74.177689"
2012-ALES-40,2447011005,Univoco,AAA0171LARU,AAA0171LARU,AAA0171LARU,,AAA0171LARU,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40314654,KR 76 63A 72 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585156,-74.178227,"https://www.google.com/maps?q=4.585156,-74.178227"
2003-19-4579,2447014002,Univoco,AAA0171LBXS,AAA0171LBXS,AAA0171LBXS,,AAA0171LBXS,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289468,KR 75L BIS  64 30 SUR,88400.0,0.0,10714080.0,Reasentamiento Terminado,4.584797,-74.177561,"https://www.google.com/maps?q=4.584797,-74.177561"
2003-19-4598,2447024007,Univoco,AAA0171LESK,AAA0171LESK,AAA0171LESK,,AAA0171LESK,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 75I 63C 06 SUR,88400.0,576693.24,34046075.52,Reasentamiento Terminado,4.585646,-74.176427,"https://www.google.com/maps?q=4.585646,-74.176427"
2003-19-4581,2447014005,Univoco,AAA0155HJCK,AAA0155HJCK,AAA0155HJCK,,AAA0155HJCK,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,-inf,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.584994,-74.177636,"https://www.google.com/maps?q=4.584994,-74.177636"
2003-19-4612,2447021010,Univoco,AAA0155CHUZ,AAA0155CHUZ,AAA0155CHUZ,,AAA0155CHUZ,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40268817,KR 75I 63B 17 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.58571,-74.176665,"https://www.google.com/maps?q=4.58571,-74.176665"
2012-ALES-181,2447024008,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,97.2,,,,,,,,Cierre Administrativo Sin Reasentamiento,4.585698,-74.176439,"https://www.google.com/maps?q=4.585698,-74.176439"
2003-19-4586,2447014011,Univoco,AAA0171LCAF,AAA0171LCAF,AAA0171LCAF,,AAA0171LCAF,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,-inf,No,,050S40350152,KR 75L 64 33 SUR,88400.0,0.0,5622240.0,Reasentamiento Terminado,4.584843,-74.177461,"https://www.google.com/maps?q=4.584843,-74.177461"
2003-19-4638,2447015001,Univoco,AAA0171LCCX,AAA0171LCCX,AAA0171LCCX,,AAA0171LCCX,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40445352,CL 64 SUR 75L 06,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585225,-74.177519,"https://www.google.com/maps?q=4.585225,-74.177519"
2003-19-4613,2447021009,Univoco,AAA0154ACFT,AAA0154ACFT,AAA0154ACFT,,AAA0154ACFT,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40279240,KR 75I 63B 09 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585763,-74.176676,"https://www.google.com/maps?q=4.585763,-74.176676"
2012-ALES-58,2447009008,Univoco,AAA0164TAYX,AAA0164TAYX,AAA0164TAYX,,AAA0164TAYX,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40379865,KR 76A 63A 54 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585271,-74.178549,"https://www.google.com/maps?q=4.585271,-74.178549"
2003-19-4649,2447011007,Univoco,AAA0171LATO,AAA0171LATO,AAA0171LATO,,AAA0171LATO,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40268924,KR 76 63 A 60 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585263,-74.178249,"https://www.google.com/maps?q=4.585263,-74.178249"
2003-19-4605,2447022006,Univoco,NO REGISTRA,,,AAA0155HECX,AAA0155HECX,CASO13_ASIGNADO_POR_PROPIETARIO,,97.7,No,,050S40294392,CL 63C SUR 75I 23,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585493,-74.176758,"https://www.google.com/maps?q=4.585493,-74.176758"
2003-19-4597,2447018001,Univoco,AAA0163FYUH,AAA0163FYUH,AAA0163FYUH,,AAA0163FYUH,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289751,KR 75J 64 29 SUR,88400.0,0.0,10608000.0,Reasentamiento Terminado,4.584953,-74.176885,"https://www.google.com/maps?q=4.584953,-74.176885"
2012-ALES-370,2447021008,Univoco,AAA0171LEFT,AAA0171LEFT,AAA0171LEFT,,AAA0171LEFT,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 75I 63B 05 SUR,88400.0,632969.19,51938581.68,Cierre Administrativo Sin Reasentamiento,4.585816,-74.176688,"https://www.google.com/maps?q=4.585816,-74.176688"
2012-ALES-75,2447021004,Univoco,AAA0171LEEA,AAA0171LEEA,AAA0171LEEA,,AAA0171LEEA,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 63C SUR 75I 30,88400.0,559593.64,33225294.72,Cierre Administrativo Sin Reasentamiento,4.585643,-74.176844,"https://www.google.com/maps?q=4.585643,-74.176844"
2012-ALES-377,2447008006,Univoco,AAA0154FOMR,AAA0154FOMR,AAA0154FOMR,,AAA0154FOMR,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40338566,CL 64 SUR 76 09,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.58484,-74.178378,"https://www.google.com/maps?q=4.58484,-74.178378"
2003-19-4582,2447014006,Univoco,AAA071LBYN,AAA0071LBYN,AAA0071LBYN,,AAA0071LBYN,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.585006,-74.177583,"https://www.google.com/maps?q=4.585006,-74.177583"
2012-ALES-511,2447009009,Univoco,NO REGISTRA,,,,,CASO10_GEO_PARCIAL_50_98,,94.2,,,,,,,,En Proceso,4.585313,-74.17856,"https://www.google.com/maps?q=4.585313,-74.17856"
2003-19-4604,2447024028,Univoco,AAA0171LFAW,AAA0171LFAW,AAA0171LFAW,,AAA0171LFAW,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 75H 63A 71 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585565,-74.176297,"https://www.google.com/maps?q=4.585565,-74.176297"
2003-19-4608,2447022009,Lote sin chips en DBF,AAA0171LEMS,AAA0171LEMS,AAA0171LEMS,,AAA0171LEMS,CASO7_ALERTA_DISTANCIA,CASO7_ALERTA_DISTANCIA,0.0,Sí,Area terreno cero,,,,,,Reasentamiento Terminado,4.585492,-74.17662,"https://www.google.com/maps?q=4.585492,-74.17662"
2003-19-4617,2447019008,Univoco,AAA0160FHSY,AAA0160FHSY,AAA0160FHSY,,AAA0160FHSY,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40318835,KR 75K 63A 54 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.58556,-74.177116,"https://www.google.com/maps?q=4.58556,-74.177116"
2003-19-4659,2447009028,Univoco,AAA0163XESY,AAA0163XESY,AAA0163XESY,,AAA0163XESY,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40291513,KR 76 63A 71 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585121,-74.178406,"https://www.google.com/maps?q=4.585121,-74.178406"
2003-19-4573,2447012005,Univoco,AAA0171LBEP,AAA0171LBEP,AAA0171LBEP,,AAA0171LBEP,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40312345,CL 64 SUR 75L 53,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584939,-74.17792,"https://www.google.com/maps?q=4.584939,-74.17792"
2003-19-4656,2447009008,Univoco,AAA0164TAYX,AAA0164TAYX,AAA0164TAYX,,AAA0164TAYX,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40379865,KR 76A 63A 54 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585259,-74.178549,"https://www.google.com/maps?q=4.585259,-74.178549"
2003-19-4563,2447010004,Univoco,AAA0164OHRU,AAA0164OHRU,AAA0164OHRU,,AAA0164OHRU,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40295227,KR 76 64 18 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584803,-74.178155,"https://www.google.com/maps?q=4.584803,-74.178155"
2003-19-4587,2447016003,Univoco,AAA0164OHSK,AAA0164OHSK,AAA0164OHSK,,AAA0164OHSK,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289476,KR 75L 64 24 SUR,88400.0,0.0,10608000.0,Reasentamiento Terminado,4.584921,-74.177276,"https://www.google.com/maps?q=4.584921,-74.177276"
2003-19-4639,2447015002,Univoco,AAA0171LCDM,AAA0171LCDM,AAA0171LCDM,,AAA0171LCDM,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289521,CL 64 SUR 75L 18,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585213,-74.177571,"https://www.google.com/maps?q=4.585213,-74.177571"
2003-19-4595,2447018009,Univoco,AAA0155HFWW,AAA0155HFWW,AAA0155HFWW,,AAA0155HFWW,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40279224,KR 75J 64 17 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585077,-74.176912,"https://www.google.com/maps?q=4.585077,-74.176912"
2003-19-4561,2447008007,Univoco,AAA0155HHSY,AAA0155HHSY,AAA0155HHSY,,AAA0155HHSY,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40312860,CL 64 SUR 76 03,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584851,-74.178326,"https://www.google.com/maps?q=4.584851,-74.178326"
2003-19-4619,2447019010,Univoco,AAA0155KRTO,AAA0155KRTO,AAA0155KRTO,,AAA0155KRTO,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289690,KR 75K 63A 42 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585667,-74.177137,"https://www.google.com/maps?q=4.585667,-74.177137"
2003-19-4559,2447008003,Univoco,AAA0155JYZM,AAA0155JYZM,AAA0155JYZM,,AAA0155JYZM,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40273235,KR 76A 64 18 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.584744,-74.17844,"https://www.google.com/maps?q=4.584744,-74.17844"
2003-19-4642,2447013006,Univoco,AAA0159WKUH,AAA0159WKUH,AAA0159WKUH,,AAA0159WKUH,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40305025,KR 75M 63A 66 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585268,-74.17796,"https://www.google.com/maps?q=4.585268,-74.17796"
2012-ALES-218,2447009028,Univoco,NO REGISTRA,,,AAA0163XESY,AAA0163XESY,CASO9_SIN_CHIP_GEO_98,,99.4,No,,050S40291513,KR 76 63A 71 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585121,-74.178406,"https://www.google.com/maps?q=4.585121,-74.178406"
2003-19-4560,2447008005,Univoco,AAA0171LAAF,AAA0171LAAF,AAA0171LAAF,,AAA0171LAAF,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 64 SUR 76 17,88400.0,0.0,6152640.0,Reasentamiento Terminado,4.584829,-74.17843,"https://www.google.com/maps?q=4.584829,-74.17843"
2003-19-4609,2447021004,Univoco,AAA0171LEEA,AAA0171LEEA,AAA0171LEEA,,AAA0171LEEA,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,CL 63C SUR 75I 30,88400.0,559593.64,33225294.72,En Proceso,4.585643,-74.176844,"https://www.google.com/maps?q=4.585643,-74.176844"
2003-19-4607,2447022008,Univoco,AAA0171LELW,AAA0171LELW,AAA0171LELW,,AAA0171LELW,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40445914,KR 75I 63C 05 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585545,-74.17663,"https://www.google.com/maps?q=4.585545,-74.17663"
2003-19-4630,2447017008,Univoco,AAA0155FKJH,AAA0155FKJH,AAA0155FKJH,,AAA0155FKJH,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289736,KR 75L 63A 54 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585497,-74.177394,"https://www.google.com/maps?q=4.585497,-74.177394"
2012-ALES-186,2447016007,Univoco,AAA0171LCUZ,AAA0171LCUZ,AAA0171LCUZ,,AAA0171LCUZ,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40268801,CL 64 SUR 75K 11,88400.0,219000.0,12934800.0,Cierre Administrativo Sin Reasentamiento,4.585086,-74.177229,"https://www.google.com/maps?q=4.585086,-74.177229"
2003-19-4652,2447011027,Univoco,AAA0171LBDE,AAA0171LBDE,AAA0171LBDE,,AAA0171LBDE,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40289522,KR 75 M 63A 59 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585286,-74.178143,"https://www.google.com/maps?q=4.585286,-74.178143"
2003-19-4618,2447019009,Univoco,AAA0155HEBR,AAA0155HEBR,AAA0155HEBR,,AAA0155HEBR,CASO2_EXACTO_GEO_OK,,100.0,No,,050S40268916,KR 75K 63A 48 SUR,88400.0,0.0,6364800.0,Reasentamiento Terminado,4.585614,-74.177126,"https://www.google.com/maps?q=4.585614,-74.177126"
2011-19-12532,2446007013,Univoco,AAA0171KUAW,AAA0171KUAW,AAA0171KUAW,,AAA0171KUAW,CASO2_EXACTO_GEO_OK,,100.0,Sí,Propietario poseedor,050S00000000,KR 77 B 62 C 09 SUR,227822.3,692105.77,67131102.993,En Proceso,4.589237,-74.181181,"https://www.google.com/maps?q=4.589237,-74.181181"
